180.76.4.52 - - [02/Jan/2015:00:02:04 -0500] "GET / HTTP/1.1" 301 294 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
178.255.215.86 - - [02/Jan/2015:14:34:15 -0500] "GET /robots.txt HTTP/1.1" 200 370 "-" "Mozilla/5.0 (compatible; Exabot/3.0 (BiggerBetter); +http://www.exabot.com/go/robot)"
178.255.215.86 - - [02/Jan/2015:14:34:15 -0500] "GET /en/2007/02/13/problemas-a-serem-resolvidos/ HTTP/1.1" 404 17774 "-" "Mozilla/5.0 (compatible; Exabot/3.0 (BiggerBetter); +http://www.exabot.com/go/robot)"
193.104.41.186 - - [02/Jan/2015:14:37:24 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:14:42:33 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
213.122.88.94 - - [02/Jan/2015:14:43:57 -0500] "GET /tag/php/ HTTP/1.1" 200 49308 "http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCYQFjAB&url=http%3A%2F%2Fjonathas.com%2Ftag%2Fphp%2F&ei=8vSmVMroHo3sasbwgrAF&usg=AFQjCNEX86M_YRT7Y8G3HkCq7iUqbw7IjA&bvm=bv.82001339,d.d2s" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/themes//decoder/style.css HTTP/1.1" 200 3091 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/themes//decoder/lib/superfish.css HTTP/1.1" 200 1137 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/themes//decoder/lib/js/jquery-1.2.6.min.js HTTP/1.1" 200 56094 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/themes//decoder/lib/js/superfish.js HTTP/1.1" 200 4026 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/themes//decoder/lib/js/supersubs.js HTTP/1.1" 200 3617 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1054 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 485 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/tubepress/src/main/web/css/tubepress.css?ver=4.0.1 HTTP/1.1" 200 1565 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.1 HTTP/1.1" 200 812 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/jetpack/css/jetpack.css?ver=3.2 HTTP/1.1" 200 9517 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/no-ie-welcome/noie.css?ver=4.0.1 HTTP/1.1" 200 596 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/wp-stats/stats-css.css?ver=2.50 HTTP/1.1" 200 773 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 96126 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7518 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.min.js?ver=1.4.9 HTTP/1.1" 200 22994 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.plugin.min.js?ver=1.0 HTTP/1.1" 200 575 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/tubepress/src/main/web/js/tubepress.js?ver=4.0.1 HTTP/1.1" 200 5610 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/wordpress-code-snippet/scripts/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shCore.css HTTP/1.1" 200 2241 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shThemeDefault.css HTTP/1.1" 200 1407 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.css HTTP/1.1" 200 2241 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shThemeDefault.css HTTP/1.1" 200 1407 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/uploads/shadowbox-js/3127eaded490136b0312be18eec12387.js?ver=3.0.3 HTTP/1.1" 200 42188 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/jetpack/modules/photon/photon.js?ver=20130122 HTTP/1.1" 200 1696 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20 HTTP/1.1" 200 15567 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.0.1 HTTP/1.1" 200 9976 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.0.1 HTTP/1.1" 200 1276 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:43:59 -0500] "GET /wp-content/themes//decoder/favicon.ico HTTP/1.1" 200 726 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-includes/images/rss.png HTTP/1.1" 200 912 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes/decoder/img/creativecommons.png HTTP/1.1" 200 5044 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
207.198.112.65 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2010/10/crm.jpg HTTP/1.1" 200 42699 "-" "Photon/1.0"
66.155.10.140 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2010/10/academianasnuvens_agenda_02.jpg HTTP/1.1" 200 100528 "-" "Photon/1.0"
207.198.112.69 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2010/10/academianasnuvens_agenda_01.jpg HTTP/1.1" 200 102253 "-" "Photon/1.0"
207.198.112.70 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2014/08/estatistica_01.png HTTP/1.1" 200 60105 "-" "Photon/1.0"
207.198.112.64 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2011/10/nbnews.jpg HTTP/1.1" 200 61897 "-" "Photon/1.0"
207.198.112.67 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2010/10/aws_logo.jpg HTTP/1.1" 200 12430 "-" "Photon/1.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-header.jpg HTTP/1.1" 200 12339 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-content.gif HTTP/1.1" 200 360 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-body-blue.png HTTP/1.1" 200 486 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
207.198.112.63 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2014/08/estatistica_00.png HTTP/1.1" 200 59464 "-" "Photon/1.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-tags.gif HTTP/1.1" 200 494 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
66.155.10.141 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2010/10/myth2.jpg HTTP/1.1" 200 175967 "-" "Photon/1.0"
207.198.112.65 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2010/10/riocriativo.jpg HTTP/1.1" 200 174194 "-" "Photon/1.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-meta-categories.gif HTTP/1.1" 200 487 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-meta-date.gif HTTP/1.1" 200 612 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-box-right.gif HTTP/1.1" 200 346 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-meta-comments.gif HTTP/1.1" 200 603 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
207.198.112.66 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/uploads/2014/08/gestor_01.png HTTP/1.1" 200 49531 "-" "Photon/1.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-form-input.png HTTP/1.1" 200 438 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-list-item-sidebar-blue.gif HTTP/1.1" 200 357 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-footer-wrap-blue.png HTTP/1.1" 200 454 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-form-submit-blue.png HTTP/1.1" 200 555 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/styles/jquery.lightbox.min.css HTTP/1.1" 200 1150 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:01 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/next.gif HTTP/1.1" 200 1557 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:01 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/blank.gif HTTP/1.1" 200 346 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:01 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/prev.gif HTTP/1.1" 200 1569 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:01 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/loading.gif HTTP/1.1" 200 4295 "http://jonathas.com/tag/php/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:00 -0500] "GET /wp-content/themes//decoder/img/bg-meta.gif HTTP/1.1" 301 456 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
213.122.88.94 - - [02/Jan/2015:14:44:01 -0500] "GET /wp-content/themes/decoder/img/bg-meta.gif HTTP/1.1" 404 17810 "http://jonathas.com/wp-content/themes//decoder/style.css" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0"
178.137.36.9 - - [02/Jan/2015:14:44:47 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
178.137.36.9 - - [02/Jan/2015:14:44:48 -0500] "POST /wp-login.php HTTP/1.1" 200 6295 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
5.39.221.39 - - [02/Jan/2015:14:50:17 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
5.39.221.39 - - [02/Jan/2015:14:50:18 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
37.57.25.225 - - [02/Jan/2015:14:56:48 -0500] "GET /wp-update.php HTTP/1.0" 404 19713 "http://jonathas.com/wp-update.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90)"
193.104.41.186 - - [02/Jan/2015:14:57:26 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
66.249.64.175 - - [02/Jan/2015:14:58:02 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
208.115.111.69 - - [02/Jan/2015:15:07:58 -0500] "GET /robots.txt HTTP/1.1" 200 318 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
193.104.41.186 - - [02/Jan/2015:15:17:32 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
216.92.155.49 - - [02/Jan/2015:15:17:32 -0500] "POST /wp-cron.php?doing_wp_cron=1420229852.5956990718841552734375 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
66.249.64.171 - - [02/Jan/2015:15:23:04 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
178.137.36.9 - - [02/Jan/2015:15:38:39 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
178.137.36.9 - - [02/Jan/2015:15:38:40 -0500] "POST /wp-login.php HTTP/1.1" 200 6295 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
157.55.39.162 - - [02/Jan/2015:15:40:28 -0500] "GET /curriculum-vitae/ HTTP/1.1" 200 19343 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
195.154.181.152 - - [02/Jan/2015:15:42:20 -0500] "GET /contact/ HTTP/1.1" 200 22332 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
195.154.181.152 - - [02/Jan/2015:15:42:21 -0500] "GET / HTTP/1.1" 200 24502 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
195.154.181.152 - - [02/Jan/2015:15:42:23 -0500] "GET /projects/ HTTP/1.1" 200 55886 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
195.154.181.152 - - [02/Jan/2015:15:42:25 -0500] "GET /curriculum-vitae/ HTTP/1.1" 200 21312 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
180.76.5.144 - - [02/Jan/2015:15:45:51 -0500] "GET /tag/broffice/feed/ HTTP/1.1" 200 1202 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
195.162.69.58 - - [02/Jan/2015:15:47:26 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
195.162.69.58 - - [02/Jan/2015:15:47:26 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
66.249.64.175 - - [02/Jan/2015:15:53:42 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.198.112.66 - - [02/Jan/2015:15:55:56 -0500] "GET /wp-content/uploads/2010/10/academianasnuvens_agenda_01.jpg HTTP/1.1" 200 102253 "-" "Photon/1.0"
193.104.41.186 - - [02/Jan/2015:15:57:40 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:15:57:40 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
207.198.112.61 - - [02/Jan/2015:15:59:21 -0500] "GET /wp-content/uploads/2011/10/nbnews.jpg HTTP/1.1" 200 61897 "-" "Photon/1.0"
193.104.41.186 - - [02/Jan/2015:16:02:49 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:16:02:49 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
180.76.4.193 - - [02/Jan/2015:16:05:11 -0500] "GET / HTTP/1.1" 301 294 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
157.55.39.140 - - [02/Jan/2015:16:11:11 -0500] "GET /projects/ HTTP/1.1" 200 53943 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
193.104.41.186 - - [02/Jan/2015:16:22:53 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
216.92.155.49 - - [02/Jan/2015:16:22:53 -0500] "POST /wp-cron.php?doing_wp_cron=1420233773.6812210083007812500000 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
208.115.111.69 - - [02/Jan/2015:16:22:57 -0500] "GET /2007/05/31/instalando-e-usando-o-xampp/?replytocom=54 HTTP/1.1" 404 17803 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.64.171 - - [02/Jan/2015:16:28:36 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.104.41.186 - - [02/Jan/2015:16:37:52 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:16:37:54 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
216.92.155.49 - - [02/Jan/2015:16:37:53 -0500] "POST /wp-cron.php?doing_wp_cron=1420234673.1030399799346923828125 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
141.105.66.179 - - [02/Jan/2015:16:41:20 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
141.105.66.179 - - [02/Jan/2015:16:41:20 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
183.60.198.163 - - [02/Jan/2015:16:48:41 -0500] "GET /tag/terminal/ HTTP/1.1" 200 17855 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)"
66.249.64.179 - - [02/Jan/2015:16:54:17 -0500] "GET /sitemap.xml.gz HTTP/1.1" 200 2070 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.104.41.186 - - [02/Jan/2015:16:57:54 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:16:57:55 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
65.19.138.33 - - [02/Jan/2015:16:59:49 -0500] "GET /feed/ HTTP/1.1" 304 151 "-" "Feedly/1.0 (+http://www.feedly.com/fetcher.html; like FeedFetcher-Google)"
66.249.64.171 - - [02/Jan/2015:17:02:30 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.104.41.186 - - [02/Jan/2015:17:03:04 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:17:03:05 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
216.92.155.49 - - [02/Jan/2015:17:24:33 -0500] "POST /wp-cron.php?doing_wp_cron=1420237473.9705979824066162109375 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
